Ligands HGNC,Receptors HGNC,Supports,id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
CCL5,ACKR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P13501,O00590,CCL5_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL5-ACKR2,Signaling by Chemokines,Ligand-Receptor,
CCL5,CCR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P13501,P32246,CCL5_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL5-CCR1,Signaling by Chemokines,Ligand-Receptor,
CCL5,CCR3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P13501,P51677,CCL5_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL5-CCR3,Signaling by Chemokines,Ligand-Receptor,
CCL5,CNOT6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P13501,P51679,CCL5_HUMAN,CCR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL5-CCR4,Signaling by Chemokines,Ligand-Receptor,
CCL5,CCR5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P13501,P51681,CCL5_HUMAN,CCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL5-CCR5,Signaling by Chemokines,Ligand-Receptor,
CCL7,ACKR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80098,O00590,CCL7_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL7-ACKR2,Signaling by Chemokines,Ligand-Receptor,
CCL7,CCR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80098,P32246,CCL7_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL7-CCR1,Signaling by Chemokines,Ligand-Receptor,
CCL7,CCR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80098,P41597,CCL7_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL7-CCR2,Signaling by Chemokines,Ligand-Receptor,
CCL7,CCR3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80098,P51677,CCL7_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL7-CCR3,Signaling by Chemokines,Ligand-Receptor,
CCL7,CCR5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80098,P51681,CCL7_HUMAN,CCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL7-CCR5,Signaling by Chemokines,Ligand-Receptor,
CCL8,ACKR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80075,O00590,CCL8_HUMAN,ACKR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL8-ACKR2,Signaling by Chemokines,Ligand-Receptor,
CCL8,CCR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80075,P32246,CCL8_HUMAN,CCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL8-CCR1,Signaling by Chemokines,Ligand-Receptor,
CCL8,CCR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80075,P41597,CCL8_HUMAN,CCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL8-CCR2,Signaling by Chemokines,Ligand-Receptor,
CCL8,CCR3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80075,P51677,CCL8_HUMAN,CCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL8-CCR3,Signaling by Chemokines,Ligand-Receptor,
CCL8,CCR5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80075,P51681,CCL8_HUMAN,CCR5_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CCL8-CCR5,Signaling by Chemokines,Ligand-Receptor,
PPBP,CXCR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P02775,P25024,CXCL7_HUMAN,CXCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,PPBP-CXCR1,Signaling by Chemokines,Ligand-Receptor,
PPBP,CXCR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P02775,P25025,CXCL7_HUMAN,CXCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,PPBP-CXCR2,Signaling by Chemokines,Ligand-Receptor,
CXCL1,ACKR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P09341,Q16570,GROA_HUMAN,ACKR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL1-ACKR1,Signaling by Chemokines,Ligand-Receptor,
CXCL1,CXCR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P09341,P25024,GROA_HUMAN,CXCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL1-CXCR1,Signaling by Chemokines,Ligand-Receptor,
CXCL1,CXCR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P09341,P25025,GROA_HUMAN,CXCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL1-CXCR2,Signaling by Chemokines,Ligand-Receptor,
CXCL12,CXCR4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P48061,P61073,SDF1_HUMAN,CXCR4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL12-CXCR4,Signaling by Chemokines,Ligand-Receptor,
CXCL12,DPP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P48061,P27487,SDF1_HUMAN,DPP4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL12-DPP4,Signaling by Chemokines,Ligand-Receptor,
CXCL2,CXCR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P19875,P25025,CXCL2_HUMAN,CXCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL2-CXCR2,Signaling by Chemokines,Ligand-Receptor,
CXCL2,DPP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P19875,P27487,CXCL2_HUMAN,DPP4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL2-DPP4,Signaling by Chemokines,Ligand-Receptor,
CXCL3,CXCR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P19876,P25025,CXCL3_HUMAN,CXCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL3-CXCR2,Signaling by Chemokines,Ligand-Receptor,
CXCL5,CXCR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P42830,P25024,CXCL5_HUMAN,CXCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL5-CXCR1,Signaling by Chemokines,Ligand-Receptor,
CXCL5,CXCR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P42830,P25025,CXCL5_HUMAN,CXCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL5-CXCR2,Signaling by Chemokines,Ligand-Receptor,
CXCL6,CXCR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80162,P25024,CXCL6_HUMAN,CXCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL6-CXCR1,Signaling by Chemokines,Ligand-Receptor,
CXCL6,CXCR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P80162,P25025,CXCL6_HUMAN,CXCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL6-CXCR2,Signaling by Chemokines,Ligand-Receptor,
CXCL8,ACKR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P10145,Q16570,IL8_HUMAN,ACKR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL8-ACKR1,Signaling by Chemokines,Ligand-Receptor,
CXCL8,CXCR1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P10145,P25024,IL8_HUMAN,CXCR1_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL8-CXCR1,Signaling by Chemokines,Ligand-Receptor,
CXCL8,CXCR2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,P10145,P25025,IL8_HUMAN,CXCR2_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL8-CXCR2,Signaling by Chemokines,Ligand-Receptor,
CXCL9,CXCR3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,Q07325,P49682,CXCL9_HUMAN,CXCR3_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL9-CXCR3,Signaling by Chemokines,Ligand-Receptor,
CXCL9,DPP4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/24218476'>24218476</a>,,Q07325,P27487,CXCL9_HUMAN,DPP4_HUMAN,curated,PMID:24218476,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,CXCL9-DPP4,Signaling by Chemokines,Ligand-Receptor,
DHH,HHIP,"<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/10050855'>10050855</a>, <a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/19561611'>19561611</a>",,O43323,Q96QV1,DHH_HUMAN,HHIP_HUMAN,curated,reactome;PMID:10050855;PMID:19561611,True,LGarciaAlonso,,R-HSA-445448,,,,CellPhoneDBcore<=4.1,DHH-HHIP,Signaling by Desert hedgehog,Ligand-Ligand,Inhibitory
EFNA1,EPHA1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P20827,P21709,EFNA1_HUMAN,EPHA1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA1-EPHA1,Signaling by Ephrin,Ligand-Receptor,
EFNA1,EPHA2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P20827,P29317,EFNA1_HUMAN,EPHA2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA1-EPHA2,Signaling by Ephrin,Ligand-Receptor,
EFNA1,EPHA3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P20827,P29320,EFNA1_HUMAN,EPHA3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA1-EPHA3,Signaling by Ephrin,Ligand-Receptor,
EFNA1,EPHA4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P20827,P54764,EFNA1_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA1-EPHA4,Signaling by Ephrin,Ligand-Receptor,
EFNA1,EPHA5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P20827,P54756,EFNA1_HUMAN,EPHA5_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA1-EPHA5,Signaling by Ephrin,Ligand-Receptor,
EFNA1,EPHA7,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P20827,Q15375,EFNA1_HUMAN,EPHA7_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA1-EPHA7,Signaling by Ephrin,Ligand-Receptor,
EFNA1,EPHA8,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P20827,P29322,EFNA1_HUMAN,EPHA8_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA1-EPHA8,Signaling by Ephrin,Ligand-Receptor,
EFNA2,EPHA1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,O43921,P21709,EFNA2_HUMAN,EPHA1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA2-EPHA1,Signaling by Ephrin,Ligand-Receptor,
EFNA2,EPHA2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,O43921,P29317,EFNA2_HUMAN,EPHA2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA2-EPHA2,Signaling by Ephrin,Ligand-Receptor,
EFNA2,EPHA3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,O43921,P29320,EFNA2_HUMAN,EPHA3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA2-EPHA3,Signaling by Ephrin,Ligand-Receptor,
EFNA2,EPHA4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,O43921,P54764,EFNA2_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA2-EPHA4,Signaling by Ephrin,Ligand-Receptor,
EFNA2,EPHA5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,O43921,P54756,EFNA2_HUMAN,EPHA5_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA2-EPHA5,Signaling by Ephrin,Ligand-Receptor,
EFNA2,EPHA7,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,O43921,Q15375,EFNA2_HUMAN,EPHA7_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA2-EPHA7,Signaling by Ephrin,Ligand-Receptor,
EFNA2,EPHA8,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,O43921,P29322,EFNA2_HUMAN,EPHA8_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA2-EPHA8,Signaling by Ephrin,Ligand-Receptor,
EFNA3,EPHA1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52797,P21709,EFNA3_HUMAN,EPHA1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA3-EPHA1,Signaling by Ephrin,Ligand-Receptor,
EFNA3,EPHA2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52797,P29317,EFNA3_HUMAN,EPHA2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA3-EPHA2,Signaling by Ephrin,Ligand-Receptor,
EFNA3,EPHA3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52797,P29320,EFNA3_HUMAN,EPHA3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA3-EPHA3,Signaling by Ephrin,Ligand-Receptor,
EFNA3,EPHA4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52797,P54764,EFNA3_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA3-EPHA4,Signaling by Ephrin,Ligand-Receptor,
EFNA3,EPHA5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52797,P54756,EFNA3_HUMAN,EPHA5_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA3-EPHA5,Signaling by Ephrin,Ligand-Receptor,
EFNA3,EPHA7,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52797,Q15375,EFNA3_HUMAN,EPHA7_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA3-EPHA7,Signaling by Ephrin,Ligand-Receptor,
EFNA3,EPHA8,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52797,P29322,EFNA3_HUMAN,EPHA8_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA3-EPHA8,Signaling by Ephrin,Ligand-Receptor,
EFNA4,EPHA1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52798,P21709,EFNA4_HUMAN,EPHA1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA4-EPHA1,Signaling by Ephrin,Ligand-Receptor,
EFNA4,EPHA2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52798,P29317,EFNA4_HUMAN,EPHA2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA4-EPHA2,Signaling by Ephrin,Ligand-Receptor,
EFNA4,EPHA3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52798,P29320,EFNA4_HUMAN,EPHA3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA4-EPHA3,Signaling by Ephrin,Ligand-Receptor,
EFNA4,EPHA4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52798,P54764,EFNA4_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA4-EPHA4,Signaling by Ephrin,Ligand-Receptor,
EFNA4,EPHA5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52798,P54756,EFNA4_HUMAN,EPHA5_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA4-EPHA5,Signaling by Ephrin,Ligand-Receptor,
EFNA4,EPHA7,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52798,Q15375,EFNA4_HUMAN,EPHA7_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA4-EPHA7,Signaling by Ephrin,Ligand-Receptor,
EFNA4,EPHA8,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52798,P29322,EFNA4_HUMAN,EPHA8_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA4-EPHA8,Signaling by Ephrin,Ligand-Receptor,
EFNA5,EPHA1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52803,P21709,EFNA5_HUMAN,EPHA1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA5-EPHA1,Signaling by Ephrin,Ligand-Receptor,
EFNA5,EPHA2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52803,P29317,EFNA5_HUMAN,EPHA2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA5-EPHA2,Signaling by Ephrin,Ligand-Receptor,
EFNA5,EPHA3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52803,P29320,EFNA5_HUMAN,EPHA3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA5-EPHA3,Signaling by Ephrin,Ligand-Receptor,
EFNA5,EPHA4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52803,P54764,EFNA5_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA5-EPHA4,Signaling by Ephrin,Ligand-Receptor,
EFNA5,EPHA5,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52803,P54756,EFNA5_HUMAN,EPHA5_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA5-EPHA5,Signaling by Ephrin,Ligand-Receptor,
EFNA5,EPHA7,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52803,Q15375,EFNA5_HUMAN,EPHA7_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA5-EPHA7,Signaling by Ephrin,Ligand-Receptor,
EFNA5,EPHA8,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52803,P29322,EFNA5_HUMAN,EPHA8_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA5-EPHA8,Signaling by Ephrin,Ligand-Receptor,
EFNA5,EPHB2,"<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15107857'>15107857</a>, <a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>",,P52803,P29323,EFNA5_HUMAN,EPHB2_HUMAN,curated,PMID:15107857;PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNA5-EPHB2,Signaling by Ephrin,Ligand-Receptor,
EFNB1,EPHA4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P98172,P54764,EFNB1_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB1-EPHA4,Signaling by Ephrin,Ligand-Receptor,
EFNB1,EPHB1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P98172,P54762,EFNB1_HUMAN,EPHB1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB1-EPHB1,Signaling by Ephrin,Ligand-Receptor,
EFNB1,EPHB2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P98172,P29323,EFNB1_HUMAN,EPHB2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB1-EPHB2,Signaling by Ephrin,Ligand-Receptor,
EFNB1,EPHB3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P98172,P54753,EFNB1_HUMAN,EPHB3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB1-EPHB3,Signaling by Ephrin,Ligand-Receptor,
EFNB1,EPHB4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P98172,P54760,EFNB1_HUMAN,EPHB4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB1-EPHB4,Signaling by Ephrin,Ligand-Receptor,
EFNB1,EPHB6,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P98172,O15197,EFNB1_HUMAN,EPHB6_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB1-EPHB6,Signaling by Ephrin,Ligand-Receptor,
EFNB2,EPHA4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52799,P54764,EFNB2_HUMAN,EPHA4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB2-EPHA4,Signaling by Ephrin,Ligand-Receptor,
EFNB2,EPHB1,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52799,P54762,EFNB2_HUMAN,EPHB1_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB2-EPHB1,Signaling by Ephrin,Ligand-Receptor,
EFNB2,EPHB2,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52799,P29323,EFNB2_HUMAN,EPHB2_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB2-EPHB2,Signaling by Ephrin,Ligand-Receptor,
EFNB2,EPHB3,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52799,P54753,EFNB2_HUMAN,EPHB3_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB2-EPHB3,Signaling by Ephrin,Ligand-Receptor,
EFNB2,EPHB4,<a target='_blank' href='https://www.ncbi.nlm.nih.gov/pubmed/15114347'>15114347</a>,,P52799,P54760,EFNB2_HUMAN,EPHB4_HUMAN,curated,PMID:15114347,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,EFNB2-EPHB4,Signaling by Ephrin,Ligand-Receptor,
