Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
Cancer Cell,Dcn,Tlr2,Neutrophils,2,0.4,0.22590498,1.1295249,1.0,1.0,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,0.09956633980678001,1.0,1.4934950971017,1.0
Cancer Cell,Wnt7b,Fzd4,Cancer Cell,2,0.4,0.28711756,1.4355878,1.0,1.0,1,0.2,0.1202058,0.601029,1.0,1.0,0.034513195993848,1.0,0.8628298998462001,1.0
Cancer Cell,Sema4g,Plxnb2,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,1.0,1.0,2,0.4,0.23784854,1.1892427,1.0,1.0,0.0174945117183864,1.0,0.4373627929596599,1.0
Cancer Cell,Sema4c,Plxnb2,Cancer Cell,1,0.2,0.1202058000876788,0.601029000438394,0.1019075786973401,0.2209883632193863,2,0.4,0.23784854,1.1892427,1.0,1.0,0.02859077405038627,0.1019075786973401,0.7147693512596568,0.2209883632193863
Endothelial Cells,Sema4c,Plxnb2,Cancer Cell,2,1.0,1.05935122230693,2.11870244461386,0.8980924213026598,0.7790116367806137,2,0.4,0.23784854,1.1892427,1.0,1.0,0.2519651415729187,0.8980924213026598,2.519651415729187,0.7790116367806137
Cancer Cell,Agrn,Lrp4,Endothelial Cells,4,0.8,0.57008014,2.8504007,0.4715602846348032,0.6904895432549902,1,0.5,0.638843,1.277686,1.0,1.0,0.36419170687802,0.4715602846348032,3.6419170687802,0.6904895432549902
Endothelial Cells,Agrn,Lrp4,Endothelial Cells,1,0.5,0.638843,1.277686,0.5284397153651968,0.3095104567450098,1,0.5,0.638843,1.277686,1.0,1.0,0.4081203786490001,0.5284397153651968,1.632481514596,0.3095104567450098
Cancer Cell,Apoe,Lrp1,Cancer Cell,5,1.0,0.99831234,4.9915617,0.2238739252721169,0.3759557180478288,2,0.4,0.19375896,0.9687948,1.0,1.0,0.1934319607535664,0.2238739252721169,4.83579901883916,0.3759557180478288
Endothelial Cells,Apoe,Lrp1,Cancer Cell,2,1.0,2.097415,4.19483,0.4703503203963371,0.3159472765284207,2,0.4,0.19375896,0.9687948,1.0,1.0,0.4063929490883999,0.4703503203963371,4.063929490883999,0.3159472765284207
Neutrophils,Apoe,Lrp1,Cancer Cell,2,0.6666666666666666,1.363534,4.090602000000001,0.3057757543315459,0.3080970054237505,2,0.4,0.19375896,0.9687948,1.0,1.0,0.26419692976464,0.3057757543315459,3.9629539464696,0.3080970054237505
Cancer Cell,Apoe,Sorl1,Neutrophils,5,1.0,0.99831234,4.9915617,0.2238739252721169,0.3759557180478288,1,0.3333333333333333,0.6241173333333333,1.872352,1.0,1.0,0.62306403547456,0.2238739252721169,9.3459605321184,0.3759557180478288
Endothelial Cells,Apoe,Sorl1,Neutrophils,2,1.0,2.097415,4.19483,0.4703503203963371,0.3159472765284207,1,0.3333333333333333,0.6241173333333333,1.872352,1.0,1.0,1.309033056693333,0.4703503203963371,7.854198340159999,0.3159472765284207
Neutrophils,Apoe,Sorl1,Neutrophils,2,0.6666666666666666,1.363534,4.090602000000001,0.3057757543315459,0.3080970054237505,1,0.3333333333333333,0.6241173333333333,1.872352,1.0,1.0,0.8510052039893334,0.3057757543315459,7.659046835904001,0.3080970054237505
Cancer Cell,Apoe,Scarb1,Cancer Cell,5,1.0,0.99831234,4.9915617,0.2238739252721169,0.3759557180478288,3,0.6,0.40387136,2.0193568,0.1754923626816971,0.3473064598766807,0.4031897624605824,0.03928816408882949,10.07974406151456,0.130571849505587
Cancer Cell,Apoe,Scarb1,Endothelial Cells,5,1.0,0.99831234,4.9915617,0.2238739252721169,0.3759557180478288,2,1.0,1.8974901,3.794980199999999,0.8245076373183028,0.6526935401233193,1.894287781857834,0.1845857611832874,18.94287781857834,0.2453838685422419
Endothelial Cells,Apoe,Scarb1,Cancer Cell,2,1.0,2.097415,4.19483,0.4703503203963371,0.3159472765284207,3,0.6,0.40387136,2.0193568,0.1754923626816971,0.3473064598766807,0.8470858485343998,0.08254288901444642,8.470858485343998,0.1097305301187645
Endothelial Cells,Apoe,Scarb1,Endothelial Cells,2,1.0,2.097415,4.19483,0.4703503203963371,0.3159472765284207,2,1.0,1.8974901,3.794980199999999,0.8245076373183028,0.6526935401233193,3.979824198091499,0.3878074313818907,15.919296792366,0.2062167464096562
Neutrophils,Apoe,Scarb1,Cancer Cell,2,0.6666666666666666,1.363534,4.090602000000001,0.3057757543315459,0.3080970054237505,3,0.6,0.40387136,2.0193568,0.1754923626816971,0.3473064598766807,0.55069233098624,0.05366130957842117,8.2603849647936,0.1070040802523293
Neutrophils,Apoe,Scarb1,Endothelial Cells,2,0.6666666666666666,1.363534,4.090602000000001,0.3057757543315459,0.3080970054237505,2,1.0,1.8974901,3.794980199999999,0.8245076373183028,0.6526935401233193,2.5872922660134,0.2521144447531247,15.5237535960804,0.2010929251714212
Cancer Cell,Ptgs2,Cav1,Cancer Cell,1,0.2,0.1272103036432496,0.636051518216248,0.08017077579920866,0.1268387838628714,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.03305890486959313,0.009372226959781894,0.8264726217398283,0.03153913347366821
Cancer Cell,Ptgs2,Cav1,Endothelial Cells,1,0.2,0.1272103036432496,0.636051518216248,0.08017077579920866,0.1268387838628714,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,0.2497296001293507,0.07079854883942677,2.497296001293507,0.09529965038920321
Neutrophils,Ptgs2,Cav1,Cancer Cell,2,0.6666666666666666,1.459531278624253,4.37859383587276,0.9198292242007913,0.8731612161371286,1,0.2,0.259876,1.29938,0.1169032838506523,0.2486552812408384,0.3792971505637565,0.1075310568908704,5.689457258456347,0.2171161477671702
Neutrophils,Ptgs2,Cav1,Endothelial Cells,2,0.6666666666666666,1.459531278624253,4.37859383587276,0.9198292242007913,0.8731612161371286,2,1.0,1.963124,3.926248,0.8830967161493478,0.7513447187591615,2.865240881817959,0.812298167309921,17.19144529090775,0.6560450683699584
Cancer Cell,Thbs1,Cd47,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,3,0.6,0.8608319999999999,4.30416,0.3092652540757211,0.4565333120631791,0.06331691382911998,0.03260484273426752,1.582922845728,0.07495022750034158
Cancer Cell,Thbs1,Cd47,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,1,0.5,0.644167,1.288334,0.2314254940826957,0.1366509116909232,0.04738051841772,0.02439844676964252,0.4738051841772,0.02243432548892817
Cancer Cell,Thbs1,Cd47,Neutrophils,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,2,0.6666666666666666,1.278475666666667,3.835427,0.4593092518415832,0.4068157762458977,0.09403592526644,0.04842349965063392,1.4105388789966,0.06678797400908718
Neutrophils,Thbs1,Cd47,Cancer Cell,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,3,0.6,0.8608319999999999,4.30416,0.3092652540757211,0.4565333120631791,0.5372601722879999,0.2766604113414536,8.058902584319998,0.3815830845628375
Neutrophils,Thbs1,Cd47,Endothelial Cells,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,1,0.5,0.644167,1.288334,0.2314254940826957,0.1366509116909232,0.4020357902613333,0.2070270473130532,2.412214741568,0.114216586201995
Neutrophils,Thbs1,Cd47,Neutrophils,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,2,0.6666666666666666,1.278475666666667,3.835427,0.4593092518415832,0.4068157762458977,0.7979188238115555,0.4108857521909492,7.181269414304,0.3400278022368105
Cancer Cell,Thbs1,Lrp1,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,2,0.4,0.19375896,0.9687948,1.0,1.0,0.0142515837863136,0.105426789154544,0.3562895946578399,0.1641725269983569
Neutrophils,Thbs1,Lrp1,Cancer Cell,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,2,0.4,0.19375896,0.9687948,1.0,1.0,0.12092832542464,0.894573210845456,1.8139248813696,0.835827473001643
Cancer Cell,Thbs1,Sdc1,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,5,1.0,1.74721938,8.7360969,0.8079987829098388,0.9132001014669462,0.1285135066122408,0.08518471732296372,3.21283766530602,0.1499223683129845
Cancer Cell,Thbs1,Sdc1,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,1,0.5,0.4151840999999999,0.8303681999999999,0.1920012170901612,0.08679989853305374,0.03053810253675599,0.02024207183158024,0.30538102536756,0.01425015868537241
Neutrophils,Thbs1,Sdc1,Cancer Cell,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,5,1.0,1.74721938,8.7360969,0.8079987829098388,0.9132001014669462,1.09046990019392,0.7228140655868751,16.3570485029088,0.7632777331539615
Neutrophils,Thbs1,Sdc1,Endothelial Cells,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,1,0.5,0.4151840999999999,0.8303681999999999,0.1920012170901612,0.08679989853305374,0.2591235933343999,0.1717591452585809,1.5547415600064,0.07254973984768132
Cancer Cell,Thbs1,Itga6,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,1,0.5,0.644167,1.288334,1.0,1.0,0.04738051841772,0.105426789154544,0.4738051841772,0.1641725269983569
Neutrophils,Thbs1,Itga6,Endothelial Cells,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,1,0.5,0.644167,1.288334,1.0,1.0,0.4020357902613333,0.894573210845456,2.412214741568,0.835827473001643
Cancer Cell,Thbs1,Itgb1,Cancer Cell,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.07745699690912639,0.06014527733733598,1.93642492272816,0.1261751775927771
Cancer Cell,Thbs1,Itgb1,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.0583149679599,0.04528151181720796,0.583149679599,0.03799734940557986
Neutrophils,Thbs1,Itgb1,Cancer Cell,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.6572423857646933,0.5103480272550072,9.858635786470401,0.642377149033954
Neutrophils,Thbs1,Itgb1,Endothelial Cells,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.4948173850933333,0.3842251835904488,2.96890431056,0.1934503239676889
Cancer Cell,Thbs1,Cd36,Endothelial Cells,1,0.2,0.07355315999999999,0.3677658,0.105426789154544,0.1641725269983569,1,0.5,0.644167,1.288334,1.0,1.0,0.04738051841772,0.105426789154544,0.4738051841772,0.1641725269983569
Neutrophils,Thbs1,Cd36,Endothelial Cells,1,0.3333333333333333,0.6241173333333333,1.872352,0.894573210845456,0.835827473001643,1,0.5,0.644167,1.288334,1.0,1.0,0.4020357902613333,0.894573210845456,2.412214741568,0.835827473001643
Cancer Cell,Sema6a,Plxna2,Endothelial Cells,1,0.2,0.1744893,0.8724465,0.21314109474269,0.4037645193484484,1,0.5,0.644167,1.288334,1.0,1.0,0.1124002489131,0.21314109474269,1.124002489131,0.4037645193484484
Endothelial Cells,Sema6a,Plxna2,Endothelial Cells,1,0.5,0.644167,1.288334,0.7868589052573101,0.5962354806515516,1,0.5,0.644167,1.288334,1.0,1.0,0.4149511238890001,0.7868589052573101,1.659804495556,0.5962354806515516
Neutrophils,Sema3c,Nrp2,Cancer Cell,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,2,0.4,0.5668259768583256,2.834129884291628,0.3821139694781738,0.6072352919652916,0.2498253372864382,0.3821139694781738,3.747380059296572,0.6072352919652916
Neutrophils,Sema3c,Nrp2,Endothelial Cells,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,1,0.5,0.916569088840005,1.83313817768001,0.6178860305218261,0.3927647080347085,0.4039726320147288,0.6178860305218261,2.423835792088373,0.3927647080347085
Neutrophils,Sema3c,Nrp1,Cancer Cell,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,1,0.2,0.2489452,1.244726,0.1105810393858656,0.2371209729853092,0.1097211862105333,0.1105810393858656,1.645817793158,0.2371209729853092
Neutrophils,Sema3c,Nrp1,Endothelial Cells,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,2,1.0,2.0023015,4.004602999999999,0.8894189606141343,0.7628790270146908,0.8825030397498332,0.8894189606141343,5.295018238498999,0.7628790270146908
Cancer Cell,Timp1,Cd63,Cancer Cell,3,0.6,0.4427400599999999,2.2137003,0.5011294634527368,0.6260582743458424,5,1.0,2.1376704,10.688352,0.6075951899995066,0.7531654208395164,0.946432321156224,0.3044838515609164,23.6608080289056,0.4715254436677478
Cancer Cell,Timp1,Cd63,Endothelial Cells,3,0.6,0.4427400599999999,2.2137003,0.5011294634527368,0.6260582743458424,1,0.5,0.638843,1.277686,0.1815798796506958,0.09003342272885084,0.28284138815058,0.09099502766316571,2.8284138815058,0.0563661692670741
Cancer Cell,Timp1,Cd63,Neutrophils,3,0.6,0.4427400599999999,2.2137003,0.5011294634527368,0.6260582743458424,1,0.3333333333333333,0.7417343333333334,2.225203,0.2108249303497976,0.1568011564316327,0.32839550324406,0.1056505842286547,4.925932548660899,0.09816666141102046
Neutrophils,Timp1,Cd63,Cancer Cell,1,0.3333333333333333,0.4407443333333333,1.322233,0.4988705365472633,0.3739417256541576,5,1.0,2.1376704,10.688352,0.6075951899995066,0.7531654208395164,0.9421661153344001,0.3031113384385902,14.132491730016,0.2816399771717686
Neutrophils,Timp1,Cd63,Endothelial Cells,1,0.3333333333333333,0.4407443333333333,1.322233,0.4988705365472633,0.3739417256541576,1,0.5,0.638843,1.277686,0.1815798796506958,0.09003342272885084,0.2815664321396667,0.09058485198753011,1.689398592838,0.03366725346177674
Neutrophils,Timp1,Cd63,Neutrophils,1,0.3333333333333333,0.4407443333333333,1.322233,0.4988705365472633,0.3739417256541576,1,0.3333333333333333,0.7417343333333334,2.225203,0.2108249303497976,0.1568011564316327,0.3269152042554445,0.1051743461211429,2.942236838299,0.05863449502061224
Cancer Cell,Timp3,Kdr,Endothelial Cells,2,0.4,0.5946713,2.9733565,0.2927013389702184,0.5084968042336476,2,1.0,1.649669,3.299338,1.0,1.0,0.9810108087996999,0.2927013389702184,9.810108087997,0.5084968042336476
Endothelial Cells,Timp3,Kdr,Endothelial Cells,2,1.0,1.4369945,2.873989,0.7072986610297816,0.4915031957663525,2,1.0,1.649669,3.299338,1.0,1.0,2.3705652798205,0.7072986610297816,9.482261119281999,0.4915031957663525
Cancer Cell,Rps19,C5ar1,Cancer Cell,5,1.0,3.9769566,19.884783,0.4231739357706678,0.6148576333174163,1,0.2,0.2043474,1.021737,0.1228139027467392,0.1891989933948481,0.81268074112284,0.05197164259269364,20.317018528071,0.1163304453047938
Cancer Cell,Rps19,C5ar1,Neutrophils,5,1.0,3.9769566,19.884783,0.4231739357706678,0.6148576333174163,2,0.6666666666666666,1.459531,4.378593,0.8771860972532608,0.810801006605152,5.804491443354601,0.3712022931779741,87.06737165031902,0.4985271880126225
Endothelial Cells,Rps19,C5ar1,Cancer Cell,2,1.0,3.807219,7.614438,0.4051127559629054,0.2354461362601845,1,0.2,0.2043474,1.021737,0.1228139027467392,0.1891989933948481,0.7779953038805999,0.04975347861229173,7.779953038805999,0.04454617197913313
Endothelial Cells,Rps19,C5ar1,Neutrophils,2,1.0,3.807219,7.614438,0.4051127559629054,0.2354461362601845,2,0.6666666666666666,1.459531,4.378593,0.8771860972532608,0.810801006605152,5.556754154289,0.3553592773506136,33.340524925734,0.1908999642810513
Neutrophils,Rps19,C5ar1,Cancer Cell,2,0.6666666666666666,1.613748666666667,4.841246,0.1717133082664268,0.1496962304223993,1,0.2,0.2043474,1.021737,0.1228139027467392,0.1891989933948481,0.3297653442868,0.02108878154175379,4.946480164302,0.02832237611092117
Neutrophils,Rps19,C5ar1,Neutrophils,2,0.6666666666666666,1.613748666666667,4.841246,0.1717133082664268,0.1496962304223993,2,0.6666666666666666,1.459531,4.378593,0.8771860972532608,0.810801006605152,2.355316205208667,0.1506245267246731,21.197845846878,0.1213738543114781
Cancer Cell,Lrpap1,Lrp1,Cancer Cell,2,0.4,0.19375896,0.9687948,1.0,1.0,2,0.4,0.19375896,0.9687948,1.0,1.0,0.03754253458028159,1.0,0.9385633645070399,1.0
Cancer Cell,Lrpap1,Sorl1,Neutrophils,2,0.4,0.19375896,0.9687948,1.0,1.0,1,0.3333333333333333,0.6241173333333333,1.872352,1.0,1.0,0.12092832542464,1.0,1.8139248813696,1.0
Cancer Cell,Psap,Lrp1,Cancer Cell,5,1.0,1.33298616,6.6649308,0.2978304140602654,0.4569452839191984,2,0.4,0.19375896,0.9687948,1.0,1.0,0.2582780120559935,0.2978304140602654,6.456950301399839,0.4569452839191984
Endothelial Cells,Psap,Lrp1,Cancer Cell,2,1.0,1.5070971,3.014194199999999,0.3367321933200155,0.2066520817450349,2,0.4,0.19375896,0.9687948,1.0,1.0,0.2920135667150159,0.3367321933200155,2.920135667150159,0.2066520817450349
Neutrophils,Psap,Lrp1,Cancer Cell,2,0.6666666666666666,1.635571666666667,4.906715,0.3654373926197191,0.3364026343357668,2,0.4,0.19375896,0.9687948,1.0,1.0,0.3169066651387999,0.3654373926197191,4.753599977082,0.3364026343357668
Cancer Cell,Calr,Lrp1,Cancer Cell,4,0.8,1.17376542,5.8688271,0.36310712564787,0.5532341722595727,2,0.4,0.19375896,0.9687948,1.0,1.0,0.2274275670631632,0.36310712564787,5.685689176579079,0.5532341722595727
Endothelial Cells,Calr,Lrp1,Cancer Cell,2,1.0,1.4369945,2.873989,0.4445376678985807,0.2709210713496939,2,0.4,0.19375896,0.9687948,1.0,1.0,0.27843055984572,0.4445376678985807,2.7843055984572,0.2709210713496939
Neutrophils,Calr,Lrp1,Cancer Cell,1,0.3333333333333333,0.6217996666666669,1.865399,0.1923552064535493,0.1758447563907335,2,0.4,0.19375896,0.9687948,1.0,1.0,0.12047925674168,0.1923552064535493,1.8071888511252,0.1758447563907335
Cancer Cell,Calr,Scarf1,Endothelial Cells,4,0.8,1.17376542,5.8688271,0.36310712564787,0.5532341722595727,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.4873287395138219,0.36310712564787,4.873287395138219,0.5532341722595727
Endothelial Cells,Calr,Scarf1,Endothelial Cells,2,1.0,1.4369945,2.873989,0.4445376678985807,0.2709210713496939,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.5966172681874499,0.4445376678985807,2.386469072749799,0.2709210713496939
Neutrophils,Calr,Scarf1,Endothelial Cells,1,0.3333333333333333,0.6217996666666669,1.865399,0.1923552064535493,0.1758447563907335,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.2581613349853,0.1923552064535493,1.5489680099118,0.1758447563907335
Cancer Cell,Calr,Itgav,Cancer Cell,4,0.8,1.17376542,5.8688271,0.36310712564787,0.5532341722595727,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.141093411323436,0.04471473393075624,3.5273352830859,0.1207532446873218
Cancer Cell,Calr,Itgav,Endothelial Cells,4,0.8,1.17376542,5.8688271,0.36310712564787,0.5532341722595727,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.4873287395138219,0.1544421863485829,4.873287395138219,0.166829977314191
Cancer Cell,Calr,Itgav,Neutrophils,4,0.8,1.17376542,5.8688271,0.36310712564787,0.5532341722595727,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.5173304575276201,0.1639502053685308,7.7599568629143,0.2656509502580599
Endothelial Cells,Calr,Itgav,Cancer Cell,2,1.0,1.4369945,2.873989,0.4445376678985807,0.2709210713496939,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.1727350734681,0.05474247718718796,1.727350734681,0.0591333653270636
Endothelial Cells,Calr,Itgav,Endothelial Cells,2,1.0,1.4369945,2.873989,0.4445376678985807,0.2709210713496939,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.5966172681874499,0.1890774498629281,2.386469072749799,0.08169733261885234
Endothelial Cells,Calr,Itgav,Neutrophils,2,1.0,1.4369945,2.873989,0.4445376678985807,0.2709210713496939,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.6333471829061667,0.2007177408484646,3.800083097437,0.130090373403778
Neutrophils,Calr,Itgav,Cancer Cell,1,0.3333333333333333,0.6217996666666669,1.865399,0.1923552064535493,0.1758447563907335,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.07474392637140002,0.02368753260190007,1.121158895571,0.03838126052247908
Neutrophils,Calr,Itgav,Endothelial Cells,1,0.3333333333333333,0.6217996666666669,1.865399,0.1923552064535493,0.1758447563907335,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.2581613349853,0.0818154107750253,1.5489680099118,0.05302668958366736
Neutrophils,Calr,Itgav,Neutrophils,1,0.3333333333333333,0.6217996666666669,1.865399,0.1923552064535493,0.1758447563907335,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.274054679551889,0.08685226307662396,2.466492115967001,0.08443680628458705
Cancer Cell,Cgn,F11r,Cancer Cell,5,1.0,2.1667886,10.833943,0.7708370064614326,0.8937217818071638,4,0.8,0.8057409377166168,4.028704688583084,0.4320113262963071,0.6553502316167509,1.745870278397676,0.3330103175196786,43.64675695994189,0.58570077670826
Cancer Cell,Cgn,F11r,Endothelial Cells,5,1.0,2.1667886,10.833943,0.7708370064614326,0.8937217818071638,2,1.0,1.05935122230693,2.11870244461386,0.5679886737036929,0.3446497683832491,2.295390151890722,0.437826688941754,22.95390151890722,0.3080210050989037
Endothelial Cells,Cgn,F11r,Cancer Cell,1,0.5,0.644167,1.288334,0.2291629935385674,0.1062782181928362,4,0.8,0.8057409377166168,4.028704688583084,0.4320113262963071,0.6553502316167509,0.5190317226261,0.09900100877662858,5.190317226261,0.0696494549084908
Endothelial Cells,Cgn,F11r,Endothelial Cells,1,0.5,0.644167,1.288334,0.2291629935385674,0.1062782181928362,2,1.0,1.05935122230693,2.11870244461386,0.5679886737036929,0.3446497683832491,0.6823990988197883,0.1301619847619389,2.729596395279153,0.03662876328434541
Endothelial Cells,Ccl4,Ccr1,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.1566240653265063,0.1101676801977235,1,0.2,0.16947482,0.8473741,0.09690142191344929,0.1517022600514368,0.070363250614362,0.01517709463600343,0.7036325061436199,0.01671268607061857
Endothelial Cells,Ccl4,Ccr1,Neutrophils,1,0.5,0.4151840999999999,0.8303681999999999,0.1566240653265063,0.1101676801977235,2,0.6666666666666666,1.579465666666667,4.738397,0.9030985780865507,0.8482977399485633,0.6557690312958999,0.1414469706905029,3.9346141877754,0.09345499412710495
Neutrophils,Ccl4,Ccr1,Cancer Cell,2,0.6666666666666666,2.235648,6.706944,0.8433759346734937,0.8898323198022765,1,0.2,0.16947482,0.8473741,0.09690142191344929,0.1517022600514368,0.37888604238336,0.08172432727744586,5.6832906357504,0.1349895739808182
Neutrophils,Ccl4,Ccr1,Neutrophils,2,0.6666666666666666,2.235648,6.706944,0.8433759346734937,0.8898323198022765,2,0.6666666666666666,1.579465666666667,4.738397,0.9030985780865507,0.8482977399485633,3.531129258752,0.7616516073960479,31.780163328768,0.7548427458214584
Cancer Cell,Cd84,Cd84,Cancer Cell,1,0.2,0.073553162079081,0.367765810395405,0.1430167887174964,0.2176130969865686,1,0.2,0.073553162079081,0.367765810395405,0.1430167887174964,0.2176130969865686,0.005410067651831559,0.02045380185506501,0.135251691295789,0.04735545998008573
Cancer Cell,Cd84,Cd84,Neutrophils,1,0.2,0.073553162079081,0.367765810395405,0.1430167887174964,0.2176130969865686,1,0.3333333333333333,0.4407442343222034,1.32223270296661,0.8569832112825037,0.7823869030134313,0.03241813210252148,0.1225629868624314,0.4862719815378222,0.1702576370064829
Neutrophils,Cd84,Cd84,Cancer Cell,1,0.3333333333333333,0.4407442343222034,1.32223270296661,0.8569832112825037,0.7823869030134313,1,0.2,0.073553162079081,0.367765810395405,0.1430167887174964,0.2176130969865686,0.03241813210252148,0.1225629868624314,0.4862719815378222,0.1702576370064829
Neutrophils,Cd84,Cd84,Neutrophils,1,0.3333333333333333,0.4407442343222034,1.32223270296661,0.8569832112825037,0.7823869030134313,1,0.3333333333333333,0.4407442343222034,1.32223270296661,0.8569832112825037,0.7823869030134313,0.1942554800882653,0.7344202244200723,1.748299320794388,0.6121292660069483
Cancer Cell,Col3a1,Ddr1,Cancer Cell,1,0.2,0.1779663708947404,0.889831854473702,0.2876407312144562,0.4022630584992374,2,0.4,0.2956091199999999,1.4780456,1.0,1.0,0.05260848228978782,0.2876407312144562,1.315212057244695,0.4022630584992374
Neutrophils,Col3a1,Ddr1,Cancer Cell,1,0.3333333333333333,0.4407442343222034,1.32223270296661,0.7123592687855439,0.5977369415007625,2,0.4,0.2956091199999999,1.4780456,1.0,1.0,0.1302880152530603,0.7123592687855439,1.954320228795905,0.5977369415007625
Cancer Cell,Col5a1,Sdc3,Endothelial Cells,1,0.2,0.1202058,0.601029,1.0,1.0,1,0.5,0.644167,1.288334,1.0,1.0,0.0774326095686,1.0,0.7743260956860001,1.0
Cancer Cell,Gnas,Adrb2,Neutrophils,5,1.0,1.8500952,9.250475999999999,0.3759163378183172,0.5842103827221059,1,0.3333333333333333,0.9637616666666666,2.891285,1.0,1.0,1.783050833444,0.3759163378183172,26.74576250166,0.5842103827221059
Endothelial Cells,Gnas,Adrb2,Neutrophils,2,1.0,2.6307215,5.261443,0.53452989451565,0.332284482301294,1,0.3333333333333333,0.9637616666666666,2.891285,1.0,1.0,2.535388537375833,0.53452989451565,15.212331224255,0.332284482301294
Neutrophils,Gnas,Adrb2,Neutrophils,1,0.3333333333333333,0.4407443333333333,1.322233,0.08955376766603275,0.08350513497659995,1,0.3333333333333333,0.9637616666666666,2.891285,1.0,1.0,0.4247724932672222,0.08955376766603275,3.822952439405,0.08350513497659995
Cancer Cell,Gnai2,Tbxa2r,Endothelial Cells,4,0.8,0.86279252,4.3139626,0.1932981224403161,0.3306890804568449,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.3582177359029319,0.1932981224403161,3.582177359029319,0.3306890804568449
Endothelial Cells,Gnai2,Tbxa2r,Endothelial Cells,2,1.0,2.07081,4.14162,0.4639396791833926,0.3174780674736674,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.8597673861209998,0.4639396791833926,3.439069544483999,0.3174780674736674
Neutrophils,Gnai2,Tbxa2r,Endothelial Cells,2,0.6666666666666666,1.529930333333333,4.589791,0.3427621983762912,0.3518328520694877,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.6352027485077,0.3427621983762912,3.8112164910462,0.3518328520694877
